Identifier,Category,Air_Temp,Process_Temp,Rotational_Speed,Torque,Tool_Life,Failure,Failure_Description
1284,L,298.4,309.5,2153,15.3,98,1,Power_Supply_Issue
1285,M,298.5,309.6,1492,41.7,100,0,Normal_Operation
1286,L,298.5,309.6,1582,40.3,103,0,Normal_Operation
1287,L,298.5,309.6,1419,41.5,105,0,Normal_Operation
1288,M,298.5,309.6,1441,48.2,107,0,Normal_Operation
1289,M,298.6,309.7,1635,32.2,110,0,Normal_Operation
1290,L,298.6,309.7,1429,45.8,113,0,Normal_Operation
1291,M,298.6,309.7,1675,28.4,115,0,Normal_Operation
1292,M,298.7,309.7,1868,23.8,118,0,Normal_Operation
1293,H,298.7,309.8,1582,33.4,121,0,Normal_Operation
1294,L,298.8,309.9,1486,40.3,126,0,Normal_Operation
1295,L,298.7,309.8,1402,54.3,128,0,Normal_Operation
1296,L,298.7,309.9,1621,34.1,130,0,Normal_Operation
1297,L,298.8,309.9,1428,42.4,132,0,Normal_Operation
1298,M,298.7,309.8,1343,53.6,134,0,Normal_Operation
1299,M,298.7,309.9,1458,40.2,137,0,Normal_Operation
1300,L,298.7,309.8,1322,57.0,140,0,Normal_Operation
1301,L,298.7,309.9,1483,32.8,142,0,Normal_Operation
1302,L,298.6,309.8,1505,45.7,144,0,Unexpected_Failure
1303,L,298.7,309.9,1593,42.5,146,0,Normal_Operation
1304,L,298.8,310.0,2098,19.6,148,0,Normal_Operation
1305,L,298.8,310.0,1672,30.4,150,0,Normal_Operation
1306,L,298.8,310.0,1487,41.4,152,0,Normal_Operation
1307,L,298.8,310.0,1423,42.1,154,0,Normal_Operation
1308,L,298.9,310.1,1750,25.0,156,0,Normal_Operation
1309,L,298.9,310.2,1654,31.1,158,0,Normal_Operation
1310,L,298.9,310.2,1498,50.2,160,0,Normal_Operation
1311,L,298.9,310.1,1587,30.2,162,0,Normal_Operation
1312,L,298.9,310.1,1473,42.6,164,0,Normal_Operation
1313,L,298.9,310.2,1359,56.9,166,0,Normal_Operation
1314,M,299.0,310.3,1635,34.5,168,0,Normal_Operation
1315,L,299.0,310.3,1520,45.0,171,0,Normal_Operation
1316,L,299.0,310.3,1507,36.7,173,0,Normal_Operation
1317,L,299.0,310.3,1428,46.3,175,0,Normal_Operation
1318,M,299.0,310.3,1582,33.3,177,0,Normal_Operation
1319,L,299.0,310.3,1929,24.4,180,0,Normal_Operation
1320,M,299.0,310.3,1540,38.1,182,0,Normal_Operation
1321,L,298.9,310.2,1362,53.0,185,0,Normal_Operation
1322,H,298.9,310.1,1452,49.9,187,0,Normal_Operation
1323,L,298.9,310.1,1361,51.7,192,0,Normal_Operation
1324,M,298.8,310.1,1243,74.5,194,1,Power_Supply_Issue
1325,H,298.8,310.1,1567,36.8,197,0,Normal_Operation
1326,L,298.9,310.2,1411,46.5,202,0,Normal_Operation
1327,L,298.8,310.2,1814,26.8,204,0,Normal_Operation
1328,M,298.8,310.1,1719,28.8,206,0,Normal_Operation
1329,H,298.8,310.2,1663,30.4,209,0,Normal_Operation
1330,L,298.9,310.2,1696,30.2,214,0,Normal_Operation
1331,H,298.9,310.2,1771,26.8,216,0,Normal_Operation
1332,L,299.0,310.3,1868,24.0,221,0,Normal_Operation
1333,M,299.0,310.3,1558,35.4,223,0,Normal_Operation
1334,L,299.0,310.4,1365,49.1,226,1,Excessive_Load
1335,L,299.0,310.4,1371,53.8,228,1,Excessive_Load
1336,L,298.9,310.3,1583,32.6,230,0,Normal_Operation
1337,H,298.7,310.2,1613,36.0,0,0,Normal_Operation
1338,L,298.6,310.1,1721,27.2,5,0,Normal_Operation
1339,M,298.6,310.2,1668,31.5,7,0,Normal_Operation
1340,L,298.6,310.2,1569,36.3,10,0,Normal_Operation
1341,M,298.6,310.2,1328,50.5,12,0,Normal_Operation
1342,M,298.6,310.1,1596,33.0,15,0,Normal_Operation
1343,L,298.5,310.2,1676,32.7,18,0,Normal_Operation
1344,L,298.5,310.1,1809,28.9,20,0,Normal_Operation
1345,L,298.5,310.0,1804,26.1,22,0,Normal_Operation
1346,L,298.6,310.1,1533,33.9,24,0,Normal_Operation
1347,L,298.7,310.2,1717,27.3,26,0,Normal_Operation
1348,L,298.7,310.2,1363,45.5,28,0,Normal_Operation
1349,L,298.7,310.2,1402,45.9,30,0,Normal_Operation
1350,L,298.7,310.2,1436,47.5,32,0,Normal_Operation
1351,L,298.7,310.2,1525,43.7,34,0,Normal_Operation
1352,M,298.7,310.2,1598,33.3,36,0,Normal_Operation
1353,M,298.6,310.1,1444,48.1,39,0,Normal_Operation
1354,L,298.6,310.0,1334,48.0,42,0,Normal_Operation
1355,M,298.6,310.0,1681,35.5,44,0,Normal_Operation
1356,L,298.6,309.9,1593,37.4,47,0,Normal_Operation
1357,L,298.6,309.9,1461,45.7,49,0,Normal_Operation
1358,M,298.7,310.1,1693,31.9,51,0,Normal_Operation
1359,L,298.7,310.2,1404,50.3,54,0,Normal_Operation
1360,H,298.8,310.2,1707,27.6,56,0,Normal_Operation
1361,M,298.6,310.1,1458,41.9,61,0,Normal_Operation
1362,L,298.6,310.0,1517,41.2,64,0,Normal_Operation
1363,L,298.7,310.1,1433,54.6,66,0,Normal_Operation
1364,L,298.7,310.2,1566,33.1,68,0,Normal_Operation
1365,L,298.7,310.1,1676,33.5,70,0,Normal_Operation
1366,M,298.7,310.1,1368,56.8,72,0,Normal_Operation
1367,M,298.8,310.2,1581,37.5,75,0,Normal_Operation
1368,H,298.8,310.3,1708,27.1,78,0,Normal_Operation
1369,M,298.7,310.3,1481,41.5,83,0,Normal_Operation
1370,L,298.7,310.3,1451,40.0,86,0,Normal_Operation
1371,M,298.7,310.3,1495,38.7,88,0,Normal_Operation
1372,M,298.8,310.3,1573,41.8,91,0,Normal_Operation
1373,M,298.8,310.3,1366,59.0,94,0,Normal_Operation
1374,L,298.8,310.3,1553,36.8,97,0,Normal_Operation
1375,M,298.8,310.3,1528,37.1,99,0,Normal_Operation
1376,M,298.8,310.2,1527,31.2,102,0,Normal_Operation
1377,L,298.8,310.2,1461,46.7,105,0,Normal_Operation
1378,H,298.8,310.2,1455,44.9,107,0,Normal_Operation
1379,L,298.7,310.1,1620,34.8,112,0,Normal_Operation
1380,L,298.7,310.1,1786,27.7,114,0,Normal_Operation
1381,M,298.8,310.2,1583,35.7,116,0,Normal_Operation
1382,L,298.8,310.1,1653,30.3,119,0,Normal_Operation
1383,M,298.9,310.2,1331,49.0,121,0,Normal_Operation
1384,L,298.9,310.3,1484,43.8,124,0,Normal_Operation
1385,M,298.9,310.2,1603,36.1,126,0,Normal_Operation
1386,L,298.9,310.2,1445,40.0,129,0,Normal_Operation
1387,L,298.9,310.1,1823,26.1,131,0,Normal_Operation
1388,H,298.9,310.1,1491,45.3,133,0,Normal_Operation
1389,L,298.9,310.2,1533,42.8,138,0,Normal_Operation
1390,L,298.9,310.2,1409,54.8,140,0,Normal_Operation
1391,L,298.9,310.2,2737,8.8,142,1,Power_Supply_Issue
1392,M,299.0,310.3,1494,46.6,144,0,Normal_Operation
1393,L,299.1,310.4,1594,33.3,147,0,Normal_Operation
1394,L,299.1,310.4,1527,44.0,149,0,Normal_Operation
1395,L,299.1,310.4,1452,39.7,151,0,Normal_Operation
1396,L,299.0,310.3,1483,39.2,153,0,Normal_Operation
1397,L,299.1,310.2,1569,38.2,155,0,Normal_Operation
1398,L,299.1,310.3,1472,46.6,157,0,Normal_Operation
1399,L,299.0,310.2,1533,43.5,159,0,Normal_Operation
1400,H,298.9,310.1,1366,62.7,161,0,Normal_Operation
1401,H,298.9,310.2,1532,37.7,166,0,Normal_Operation
1402,M,298.9,310.1,1313,56.8,171,0,Normal_Operation
1403,L,299.0,310.2,1372,48.0,174,0,Normal_Operation
1404,M,298.9,310.1,1555,40.6,176,0,Normal_Operation
1405,L,298.9,310.1,1394,42.7,179,0,Normal_Operation
1406,L,298.9,310.1,1442,48.0,181,0,Normal_Operation
1407,L,298.9,310.0,1564,33.8,183,0,Normal_Operation
1408,L,298.9,310.0,1452,48.9,185,0,Normal_Operation
1409,L,298.9,310.1,1466,42.5,187,0,Normal_Operation
1410,M,298.9,310.1,1469,53.2,189,0,Normal_Operation
1411,L,298.9,310.1,1944,23.4,192,0,Normal_Operation
1412,M,298.8,309.9,1415,53.2,194,0,Normal_Operation
1413,M,298.7,309.8,1528,36.7,197,0,Normal_Operation
1414,M,298.7,309.8,1570,42.1,200,0,Normal_Operation
1415,L,298.7,309.9,1617,33.0,203,0,Normal_Operation
1416,M,298.7,309.9,2083,18.2,205,0,Normal_Operation
1417,L,298.7,309.9,1541,38.5,208,0,Normal_Operation
1418,L,298.8,309.9,1320,47.4,210,0,Normal_Operation
1419,L,298.7,309.8,1354,53.3,212,1,Excessive_Load
1420,M,298.8,309.9,1495,35.2,214,0,Normal_Operation
1421,L,298.7,309.8,1589,31.8,217,0,Normal_Operation
1422,L,298.7,309.8,1530,35.5,0,0,Normal_Operation
1423,L,298.7,309.8,1539,33.4,2,0,Normal_Operation
1424,L,298.7,309.7,1462,46.8,4,0,Normal_Operation
1425,L,298.6,309.7,1356,54.0,6,0,Normal_Operation
1426,M,298.7,309.7,1622,34.6,8,0,Normal_Operation
1427,L,298.7,309.8,1394,40.3,11,0,Normal_Operation
1428,L,298.8,309.9,1568,33.7,13,0,Normal_Operation
1429,M,298.9,310.0,1456,43.8,15,0,Normal_Operation
1430,L,298.9,310.0,1378,49.3,18,0,Normal_Operation
1431,M,298.9,309.9,1404,41.4,20,0,Normal_Operation
1432,L,298.8,309.8,1437,42.8,23,0,Normal_Operation
1433,L,298.8,309.8,1363,44.0,25,0,Normal_Operation
1434,M,298.8,309.8,1377,49.6,27,0,Normal_Operation
1435,H,298.8,309.9,1526,42.1,30,0,Normal_Operation
1436,H,298.8,309.8,1510,44.2,35,0,Normal_Operation
1437,H,298.8,309.9,1439,45.2,40,1,Normal_Operation
1438,L,298.8,309.9,1482,39.1,45,0,Normal_Operation
1439,M,298.8,309.8,1534,37.0,47,0,Normal_Operation
1440,M,298.8,309.9,1741,27.7,50,0,Normal_Operation
1441,L,298.8,309.9,1550,38.8,53,0,Normal_Operation
1442,M,298.8,310.0,1486,38.5,55,0,Normal_Operation
1443,L,298.9,310.1,1602,38.2,58,0,Normal_Operation
1444,L,299.0,310.2,1477,37.9,60,0,Normal_Operation
1445,L,299.0,310.1,1618,29.2,62,0,Normal_Operation
1446,M,299.0,310.2,1628,35.8,64,0,Normal_Operation
1447,M,299.0,310.3,1662,33.6,67,0,Normal_Operation
1448,M,299.0,310.3,1657,31.0,70,0,Normal_Operation
1449,H,299.0,310.4,1677,30.8,73,0,Normal_Operation
1450,M,299.0,310.3,1447,39.9,78,0,Normal_Operation
1451,L,298.9,310.4,1831,25.4,81,0,Normal_Operation
1452,L,299.0,310.3,1584,34.4,83,0,Normal_Operation
1453,L,299.1,310.4,1450,40.9,85,0,Normal_Operation
1454,L,299.1,310.4,1428,46.9,87,0,Normal_Operation
1455,L,299.0,310.4,1382,53.0,89,0,Normal_Operation
1456,L,299.0,310.3,1501,43.0,91,0,Normal_Operation
1457,L,299.0,310.3,1475,42.4,93,0,Normal_Operation
1458,L,298.9,310.3,1364,54.0,95,0,Normal_Operation
1459,L,299.0,310.3,1472,36.1,97,0,Normal_Operation
1460,L,299.0,310.3,1437,47.8,99,0,Normal_Operation
1461,L,298.9,310.2,1491,45.1,101,0,Normal_Operation
1462,L,298.9,310.2,1706,27.6,103,0,Normal_Operation
1463,L,298.8,310.1,1607,39.5,105,0,Normal_Operation
1464,L,298.8,310.0,1412,46.3,107,0,Normal_Operation
1465,L,298.7,309.8,1546,40.9,109,0,Normal_Operation
1466,L,298.7,309.8,1365,50.5,111,0,Normal_Operation
1467,L,298.6,309.8,1544,30.2,113,0,Normal_Operation
1468,M,298.6,309.8,1419,44.9,115,0,Normal_Operation
1469,L,298.6,309.8,1497,41.6,118,0,Normal_Operation
1470,L,298.5,309.7,1437,42.6,120,0,Normal_Operation
1471,L,298.5,309.6,1421,53.6,122,0,Normal_Operation
1472,M,298.5,309.6,1438,44.5,124,0,Normal_Operation
1473,M,298.5,309.5,1315,48.9,127,0,Normal_Operation
1474,M,298.5,309.5,1366,61.9,130,0,Normal_Operation
1475,M,298.4,309.5,1519,35.4,133,0,Normal_Operation
1476,L,298.4,309.5,1692,28.3,136,0,Normal_Operation
1477,L,298.3,309.4,1570,35.6,138,0,Normal_Operation
1478,L,298.3,309.4,1568,35.8,140,0,Normal_Operation
1479,L,298.2,309.3,1355,43.8,142,0,Normal_Operation
1480,M,298.2,309.3,2056,18.7,144,0,Normal_Operation
1481,M,298.2,309.2,1332,60.2,147,0,Normal_Operation
1482,M,298.1,309.1,1448,52.5,150,0,Normal_Operation
1483,L,298.0,308.9,1578,35.6,153,0,Normal_Operation
1484,M,298.0,309.0,1562,39.2,155,0,Normal_Operation
1485,M,298.1,309.0,1976,19.3,158,0,Normal_Operation
1486,M,298.2,309.2,1524,34.6,161,0,Normal_Operation
1487,L,298.2,309.1,1429,48.5,164,0,Normal_Operation
1488,L,298.2,309.1,1568,36.3,166,0,Normal_Operation
1489,M,298.2,309.0,1723,26.6,168,0,Normal_Operation
1490,L,298.2,309.0,1341,43.8,171,0,Normal_Operation
1491,M,298.1,308.9,1353,46.2,173,0,Normal_Operation
1492,M,298.0,308.7,1479,58.5,176,1,Power_Supply_Issue
1493,L,298.0,308.8,1496,44.9,179,0,Normal_Operation
1494,M,298.0,308.7,1377,48.5,181,0,Normal_Operation
1495,H,297.9,308.5,1383,44.6,184,0,Normal_Operation
1496,L,298.0,308.7,1268,69.4,189,1,Power_Supply_Issue
1497,L,298.0,308.7,1629,34.3,191,0,Normal_Operation
1498,L,298.0,308.8,1790,27.2,193,0,Normal_Operation
1499,M,298.1,308.8,2206,16.3,195,0,Normal_Operation
1500,M,298.0,308.7,2101,17.4,198,0,Normal_Operation
1501,M,298.0,308.7,1436,48.2,201,0,Normal_Operation
1502,L,298.0,308.7,1462,48.2,204,0,Normal_Operation
1503,L,298.0,308.7,1771,26.2,206,0,Normal_Operation
1504,L,298.0,308.7,1506,47.0,208,0,Normal_Operation
1505,L,298.0,308.7,1626,36.7,210,0,Normal_Operation
1506,L,298.0,308.8,1610,33.7,212,0,Normal_Operation
1507,M,298.0,308.6,1376,55.7,214,0,Normal_Operation
1508,M,298.0,308.6,1507,37.3,217,0,Normal_Operation
1509,L,298.0,308.5,1429,37.7,220,1,Tool_Degradation
1510,M,298.1,308.7,1547,38.9,0,0,Normal_Operation
1511,L,298.1,308.7,1642,30.3,3,0,Normal_Operation
1512,H,298.0,308.7,1503,36.3,5,0,Normal_Operation
1513,L,298.1,308.7,1568,32.9,10,0,Normal_Operation
1514,M,298.1,308.8,1628,37.6,12,0,Normal_Operation
1515,M,298.2,308.9,1614,35.5,15,0,Normal_Operation
1516,L,298.2,308.9,1278,54.0,18,0,Normal_Operation
1517,M,298.2,308.9,1408,38.8,20,0,Normal_Operation
1518,H,298.2,309.0,1371,55.7,23,0,Normal_Operation
1519,M,298.2,308.9,1512,38.5,28,0,Normal_Operation
1520,L,298.3,309.1,1472,40.1,31,0,Normal_Operation
1521,M,298.2,308.9,1585,34.3,33,0,Normal_Operation
1522,H,298.2,309.0,1562,37.7,36,0,Normal_Operation
1523,L,298.3,309.0,1519,36.9,41,0,Normal_Operation
1524,L,298.2,309.0,1601,35.8,43,0,Normal_Operation
1525,L,298.2,309.0,2449,13.8,45,0,Normal_Operation
1526,L,298.1,309.0,1787,27.6,47,0,Normal_Operation
1527,H,298.1,309.1,1425,44.5,49,0,Normal_Operation
1528,L,298.1,309.0,1559,34.0,54,0,Normal_Operation
1529,L,298.1,309.0,1557,36.0,56,0,Normal_Operation
1530,L,298.1,309.0,1497,40.5,58,0,Normal_Operation
1531,H,298.1,309.0,1438,41.4,60,0,Normal_Operation
1532,M,298.1,308.9,1417,39.2,65,0,Normal_Operation
1533,M,298.0,308.9,1339,51.4,68,0,Normal_Operation
1534,L,298.0,308.8,1757,29.1,71,0,Normal_Operation
1535,L,298.0,308.8,1581,36.1,73,0,Normal_Operation
1536,M,298.2,308.9,1326,54.4,75,0,Normal_Operation
1537,M,298.4,309.1,1467,39.6,78,0,Normal_Operation
1538,L,298.4,309.1,1798,29.6,81,0,Normal_Operation
1539,M,298.5,309.2,1449,46.4,83,0,Normal_Operation
1540,M,298.4,309.1,1525,39.3,86,0,Normal_Operation
1541,L,298.4,309.0,2304,15.1,89,0,Normal_Operation
1542,L,298.3,308.9,1379,54.7,91,0,Normal_Operation
1543,L,298.4,308.9,1628,34.9,93,0,Normal_Operation
1544,L,298.4,309.0,1474,52.7,95,0,Normal_Operation
1545,M,298.4,309.0,1544,38.8,97,0,Normal_Operation
1546,L,298.4,308.9,1391,48.4,100,0,Normal_Operation
1547,L,298.3,308.9,1348,55.5,102,0,Normal_Operation
1548,M,298.3,308.8,1349,52.1,104,0,Normal_Operation
1549,L,298.4,308.9,1706,29.5,107,0,Normal_Operation
1550,L,298.4,308.9,1638,32.4,109,0,Normal_Operation
1551,L,298.4,308.8,1458,40.1,111,0,Normal_Operation
1552,L,298.5,308.9,1781,27.8,113,0,Normal_Operation
1553,L,298.5,308.8,1332,59.1,115,0,Normal_Operation
1554,M,298.4,308.7,1584,31.7,117,0,Normal_Operation
1555,L,298.4,308.6,1491,42.0,120,0,Normal_Operation
1556,H,298.4,308.5,1398,47.1,122,0,Normal_Operation
1557,L,298.3,308.4,1585,30.6,127,0,Normal_Operation
1558,M,298.2,308.3,1476,43.5,129,0,Normal_Operation
1559,L,298.2,308.3,1458,41.8,132,0,Normal_Operation
1560,M,298.2,308.4,1510,39.9,134,0,Normal_Operation
1561,L,298.2,308.4,1388,53.8,137,0,Normal_Operation
1562,L,298.2,308.3,2216,16.8,139,0,Normal_Operation
1563,L,298.2,308.3,1402,51.0,141,0,Normal_Operation
1564,M,298.0,308.2,2090,19.0,143,0,Normal_Operation
1565,L,298.0,308.2,1459,42.1,146,0,Normal_Operation
1566,M,298.0,308.1,1403,44.8,148,0,Normal_Operation
1567,L,298.1,308.2,1521,39.3,151,0,Normal_Operation
1568,L,298.2,308.2,1407,47.1,153,0,Normal_Operation
1569,M,298.1,308.2,1654,35.3,155,0,Normal_Operation
1570,L,298.2,308.4,1452,43.5,158,0,Normal_Operation
1571,L,298.3,308.4,1528,37.3,160,0,Normal_Operation
1572,L,298.2,308.3,1230,59.6,162,0,Normal_Operation
1573,L,298.2,308.2,1466,42.4,164,0,Normal_Operation
1574,L,298.2,308.2,1478,50.1,166,0,Normal_Operation
1575,L,298.2,308.3,2057,18.0,168,0,Normal_Operation
1576,L,298.3,308.4,1490,41.7,170,0,Normal_Operation
1577,L,298.3,308.4,1484,43.4,172,0,Normal_Operation
1578,L,298.3,308.4,1593,37.0,174,0,Normal_Operation
1579,L,298.3,308.3,1444,43.8,176,0,Normal_Operation
1580,M,298.3,308.4,1444,47.5,178,0,Normal_Operation
1581,M,298.2,308.3,1560,33.0,181,0,Normal_Operation
1582,H,298.1,308.3,1530,42.0,184,0,Normal_Operation
1583,L,298.2,308.4,1310,61.0,189,1,Excessive_Load
1584,M,298.2,308.3,1639,33.3,191,0,Normal_Operation
1585,L,298.2,308.3,1400,48.7,194,0,Normal_Operation
1586,M,298.3,308.4,1486,44.2,196,0,Normal_Operation
1587,M,298.2,308.3,1448,43.3,199,0,Normal_Operation
1588,L,298.2,308.3,1688,32.0,202,0,Normal_Operation
1589,M,298.1,308.3,1453,41.5,204,0,Normal_Operation
1590,L,298.2,308.4,1497,37.7,207,0,Normal_Operation
1591,L,298.2,308.4,1355,49.4,209,0,Normal_Operation
1592,L,298.1,308.4,1592,38.2,211,0,Normal_Operation
1593,L,298.0,308.3,1544,34.7,213,0,Normal_Operation
1594,M,298.0,308.2,1373,51.2,215,0,Normal_Operation
1595,L,298.0,308.2,1365,52.9,218,1,Excessive_Load
1596,L,298.0,308.1,1877,24.3,0,0,Normal_Operation
1597,L,297.9,308.1,1531,40.8,2,0,Normal_Operation
1598,L,297.9,308.0,1501,36.7,4,0,Normal_Operation
1599,L,297.9,308.0,1490,46.2,6,0,Normal_Operation
1600,M,297.8,307.8,1543,43.7,8,0,Normal_Operation
1601,L,297.8,307.8,1597,38.2,11,0,Normal_Operation
1602,H,297.8,307.9,1600,33.5,13,0,Normal_Operation
1603,M,297.8,307.8,1622,32.1,18,0,Normal_Operation
1604,L,297.8,307.8,1452,39.8,21,0,Normal_Operation
1605,L,297.8,307.8,1396,42.5,23,0,Normal_Operation
1606,L,297.8,307.7,1505,39.7,25,0,Normal_Operation
1607,L,297.8,307.8,1412,48.3,27,0,Normal_Operation
1608,L,297.8,307.7,1393,38.0,29,0,Normal_Operation
1609,L,297.7,307.7,1581,34.9,31,0,Normal_Operation
1610,L,297.8,307.8,1573,37.9,33,0,Normal_Operation
1611,M,297.8,307.9,1726,27.3,35,0,Normal_Operation
1612,M,297.9,307.9,1540,39.8,38,0,Normal_Operation
1613,L,297.9,308.0,1296,62.9,41,0,Normal_Operation
1614,M,297.8,307.9,1802,25.8,43,0,Normal_Operation
1615,L,297.8,307.9,1447,48.6,46,0,Normal_Operation
1616,H,297.8,307.8,1662,30.7,48,0,Normal_Operation
1617,L,297.8,307.8,1563,34.3,53,0,Normal_Operation
1618,L,297.9,307.8,1286,59.5,55,0,Normal_Operation
1619,L,297.9,307.7,1590,34.6,57,0,Normal_Operation
1620,L,297.9,307.7,1492,43.7,59,0,Normal_Operation
1621,L,297.7,307.6,1844,21.9,61,0,Normal_Operation
1622,H,297.7,307.6,1538,38.3,63,0,Normal_Operation
1623,L,297.7,307.6,1921,22.9,68,0,Normal_Operation
1624,M,297.8,307.8,1310,57.9,70,0,Normal_Operation
1625,L,297.9,307.8,1365,46.9,73,0,Normal_Operation
1626,M,297.9,307.8,1303,59.3,75,0,Normal_Operation
1627,L,297.9,307.8,1499,37.5,78,0,Normal_Operation
1628,L,297.9,307.8,1451,38.2,80,0,Normal_Operation
1629,M,297.9,307.9,1336,54.4,82,0,Normal_Operation
1630,L,297.9,307.9,1412,44.5,85,0,Normal_Operation
1631,L,298.0,308.0,1433,39.2,87,0,Normal_Operation
1632,L,297.9,307.9,1426,43.6,89,0,Normal_Operation
1633,L,297.9,307.9,1476,45.2,91,0,Normal_Operation
1634,H,297.9,307.9,1406,58.5,93,0,Normal_Operation
1635,L,297.8,307.8,1383,56.5,98,0,Normal_Operation
1636,L,297.9,307.8,1505,37.3,100,0,Normal_Operation
1637,L,297.9,307.8,1665,33.9,102,0,Normal_Operation
1638,L,297.9,307.8,1397,45.0,104,0,Normal_Operation
1639,M,297.9,307.8,1450,43.5,106,0,Normal_Operation
1640,L,298.0,307.8,1567,36.4,109,0,Normal_Operation
1641,M,298.0,308.0,1555,37.0,111,0,Normal_Operation
1642,H,298.0,307.8,1588,35.4,114,0,Normal_Operation
1643,L,298.0,307.8,1453,37.7,119,0,Normal_Operation
1644,L,298.0,307.8,1622,33.3,121,0,Normal_Operation
1645,L,297.9,307.8,1538,38.5,123,0,Normal_Operation
1646,M,297.9,307.7,1527,42.8,125,0,Normal_Operation
1647,L,297.8,307.8,1761,28.9,128,0,Normal_Operation
1648,L,297.9,307.8,1373,50.2,130,0,Normal_Operation
1649,H,298.0,307.9,1482,37.8,132,0,Normal_Operation
1650,M,298.0,307.9,1417,51.0,137,0,Normal_Operation
1651,L,298.0,307.8,1414,51.7,140,0,Normal_Operation
1652,H,297.9,307.8,1635,34.0,142,0,Normal_Operation
1653,L,298.0,307.8,1386,57.3,147,0,Normal_Operation
1654,L,298.2,308.1,1379,62.3,149,0,Normal_Operation
1655,M,298.2,308.0,1577,35.9,151,0,Normal_Operation
1656,L,298.2,308.1,1532,42.5,154,0,Normal_Operation
1657,M,298.1,308.0,1374,48.8,156,0,Normal_Operation
1658,H,298.1,308.0,1570,35.3,159,0,Normal_Operation
1659,L,298.1,308.0,1697,31.0,164,0,Normal_Operation
1660,L,298.2,308.0,1499,44.1,166,0,Normal_Operation
1661,M,298.2,308.0,1411,47.2,168,0,Normal_Operation
1662,H,298.2,307.9,1462,45.5,171,0,Normal_Operation
1663,M,298.1,307.9,1759,28.6,176,0,Normal_Operation
1664,L,298.2,308.0,1535,38.0,179,0,Normal_Operation
1665,H,298.2,307.9,1491,39.7,181,0,Normal_Operation
1666,L,298.2,307.9,1551,36.0,186,0,Normal_Operation
1667,L,298.2,307.9,1769,27.2,188,0,Normal_Operation
1668,L,298.2,307.9,1551,34.1,190,0,Normal_Operation
1669,L,298.2,307.9,1544,31.4,192,0,Normal_Operation
1670,L,298.2,307.8,1528,31.1,194,0,Normal_Operation
1671,L,298.1,307.9,1614,35.8,196,0,Normal_Operation
1672,L,298.1,307.8,1432,49.8,198,0,Normal_Operation
1673,M,298.1,307.8,1384,43.7,200,0,Normal_Operation
1674,L,298.1,307.8,1540,37.8,203,0,Normal_Operation
1675,L,298.0,307.7,1407,43.9,205,0,Normal_Operation
1676,H,297.9,307.6,1418,43.0,207,0,Normal_Operation
1677,M,297.9,307.5,1647,30.8,212,0,Normal_Operation
1678,L,298.0,307.5,1644,32.8,215,0,Normal_Operation
1679,L,298.0,307.5,1792,27.9,217,0,Normal_Operation
1680,M,297.9,307.4,1610,34.6,219,0,Normal_Operation
1681,M,297.8,307.3,1804,26.0,222,0,Normal_Operation
1682,H,297.9,307.4,1604,36.1,225,1,Tool_Degradation
1683,M,297.9,307.4,1403,52.8,0,0,Normal_Operation
1684,L,297.8,307.3,1438,44.5,3,0,Normal_Operation
1685,L,297.9,307.3,1824,26.3,5,0,Normal_Operation
1686,H,297.9,307.3,1663,28.7,7,0,Normal_Operation
1687,L,297.9,307.3,1502,36.7,12,0,Normal_Operation
1688,L,297.9,307.4,1606,35.5,14,0,Normal_Operation
1689,L,297.9,307.5,1561,37.7,16,0,Normal_Operation
1690,M,297.9,307.4,1435,42.9,18,0,Normal_Operation
1691,L,297.9,307.5,1602,38.3,21,0,Normal_Operation
1692,M,298.1,307.6,1764,27.7,23,0,Normal_Operation
1693,H,298.0,307.5,1683,27.8,26,0,Normal_Operation
1694,L,298.0,307.5,1618,35.2,31,0,Normal_Operation
1695,L,298.0,307.6,1509,41.6,33,0,Normal_Operation
1696,L,297.9,307.6,1550,39.0,35,0,Normal_Operation
1697,M,297.9,307.6,1519,44.0,37,0,Normal_Operation
1698,L,297.9,307.6,1481,38.0,40,0,Normal_Operation
1699,L,298.1,307.7,1289,48.3,42,0,Normal_Operation
1700,M,298.0,307.6,1844,23.8,44,0,Normal_Operation
1701,L,298.0,307.7,1479,42.5,47,0,Normal_Operation
1702,L,298.0,307.7,1430,47.3,49,0,Normal_Operation
1703,M,298.1,307.8,1636,36.7,51,0,Normal_Operation
1704,M,298.1,307.8,1503,44.7,54,0,Normal_Operation
1705,M,298.1,307.8,1608,32.6,57,0,Normal_Operation
1706,L,298.2,307.8,1521,42.9,60,0,Normal_Operation
1707,L,298.2,307.8,1439,41.6,62,0,Normal_Operation
1708,L,298.2,307.8,1627,31.5,64,0,Normal_Operation
1709,L,298.2,307.8,1749,26.1,66,0,Normal_Operation
1710,L,298.2,307.8,1530,35.9,68,0,Normal_Operation
1711,L,298.2,307.8,1355,51.3,70,0,Normal_Operation
1712,L,298.3,307.9,1551,33.8,72,0,Normal_Operation
1713,L,298.2,307.8,1515,46.7,74,0,Normal_Operation
1714,L,298.2,307.8,1388,48.6,76,0,Normal_Operation
1715,L,298.2,307.8,1585,34.6,78,0,Normal_Operation
1716,L,298.1,307.7,1523,37.7,80,0,Normal_Operation
1717,L,298.2,307.6,1369,54.5,82,0,Normal_Operation
1718,M,298.2,307.7,1681,31.0,84,0,Normal_Operation
