Identifier,Category,Air_Temp,Process_Temp,Rotational_Speed,Torque,Tool_Life,Failure,Failure_Description
2364,L,299.2,308.5,1366,49.7,74,0,Normal_Operation
2365,L,299.4,308.5,1845,22.9,76,0,Normal_Operation
2366,L,299.3,308.5,1485,44.7,78,0,Normal_Operation
2367,M,299.3,308.5,1496,39.4,80,0,Normal_Operation
2368,M,299.3,308.4,1468,42.2,83,0,Normal_Operation
2369,M,299.2,308.4,1856,22.7,86,0,Normal_Operation
2370,L,299.2,308.4,1620,34.1,89,0,Normal_Operation
2371,L,299.3,308.5,1409,44.8,91,0,Normal_Operation
2372,M,299.3,308.5,1404,49.4,93,0,Normal_Operation
2373,L,299.2,308.4,1350,51.3,96,0,Normal_Operation
2374,M,299.2,308.4,1538,38,98,0,Normal_Operation
2375,M,299.2,308.4,1476,32.7,101,0,Normal_Operation
2376,M,299.2,308.3,1364,51.8,104,0,Normal_Operation
2377,M,299.2,308.3,1582,45.5,107,0,Normal_Operation
2378,L,299.1,308.2,1348,56.1,110,0,Normal_Operation
2379,H,299.1,308.2,1450,46.1,112,0,Normal_Operation
2380,L,299,308.1,1242,60.9,117,0,Normal_Operation
2381,L,299.1,308.2,1493,34.9,119,0,Normal_Operation
2382,L,299.1,308.3,1601,31.4,121,0,Normal_Operation
2383,L,299.1,308.2,1568,33.3,123,0,Normal_Operation
2384,M,299.1,308.3,1506,38,125,0,Normal_Operation
2385,L,299.1,308.3,1524,34.1,128,0,Normal_Operation
2386,L,299.1,308.4,1543,37.9,130,0,Normal_Operation
2387,M,299.2,308.5,1474,47.2,132,0,Normal_Operation
2388,M,299.2,308.5,1526,37.3,135,0,Normal_Operation
2389,L,299.2,308.5,1867,27,138,0,Normal_Operation
2390,L,299.2,308.5,1487,41.2,140,0,Normal_Operation
2391,L,299.2,308.4,1580,32.6,142,0,Normal_Operation
2392,L,299.2,308.5,1340,50,144,0,Normal_Operation
2393,L,299.2,308.5,1544,41.6,146,0,Normal_Operation
2394,L,299.2,308.5,1488,40.3,148,0,Normal_Operation
2395,M,299.2,308.5,1742,28.9,150,0,Normal_Operation
2396,M,299.1,308.5,1592,34.2,153,0,Normal_Operation
2397,L,299.2,308.6,1582,38.8,156,0,Normal_Operation
2398,L,299.2,308.5,1490,43.2,158,0,Normal_Operation
2399,M,299.2,308.5,1594,35.8,160,0,Normal_Operation
2400,H,299.2,308.6,1462,55,163,0,Normal_Operation
2401,M,299.2,308.6,1367,47.6,168,0,Normal_Operation
2402,L,299.2,308.7,1325,51,171,0,Normal_Operation
2403,H,299.2,308.7,1448,51.4,173,0,Normal_Operation
2404,M,299.1,308.7,2008,20.3,178,0,Normal_Operation
2405,L,299.1,308.7,1498,38.9,181,0,Normal_Operation
2406,L,299.1,308.6,1437,41.6,183,0,Normal_Operation
2407,M,299.1,308.6,1499,45.1,185,0,Normal_Operation
2408,L,299,308.4,1356,52.6,188,0,Normal_Operation
2409,L,299.1,308.5,1539,46.8,190,0,Normal_Operation
2410,L,299.1,308.5,1689,32.1,192,0,Normal_Operation
2411,L,299,308.5,1559,38.1,194,0,Normal_Operation
2412,L,299.1,308.6,1408,46.7,196,0,Normal_Operation
2413,L,299,308.5,1886,23,198,0,Normal_Operation
2414,L,299.1,308.5,1415,43.4,0,0,Normal_Operation
2415,M,299.1,308.5,1587,35.6,2,0,Normal_Operation
2416,L,299,308.4,1571,38.6,5,0,Normal_Operation
2417,L,298.9,308.3,1576,36.6,7,0,Normal_Operation
2418,L,298.9,308.3,1660,34.4,9,0,Normal_Operation
2419,M,298.9,308.2,1328,49.2,11,0,Normal_Operation
2420,H,298.8,308.2,1450,44.7,14,0,Normal_Operation
2421,L,298.9,308.2,2384,15,19,0,Normal_Operation
2422,L,298.8,308.2,1443,53.4,21,0,Normal_Operation
2423,M,298.9,308.2,2022,20,23,0,Normal_Operation
2424,L,298.9,308.2,1828,23.8,26,0,Normal_Operation
2425,L,298.8,308.1,1472,53.5,28,0,Normal_Operation
2426,M,298.9,308.2,1372,63.6,30,1,Power_Supply_Issue
2427,L,298.9,308.3,1855,23.8,33,0,Normal_Operation
2428,M,299,308.3,1377,47.2,35,0,Normal_Operation
2429,L,298.9,308.3,1432,48.9,38,0,Normal_Operation
2430,M,298.9,308.2,1335,47.8,40,0,Normal_Operation
2431,M,298.9,308.2,1411,51.3,43,0,Normal_Operation
2432,L,298.9,308.2,1510,43.5,46,0,Normal_Operation
2433,L,299,308.3,1441,44,48,0,Normal_Operation
2434,M,299,308.2,1358,42.7,50,0,Normal_Operation
2435,L,298.9,308.2,1686,30.4,53,0,Normal_Operation
2436,H,299,308.2,1662,30.4,55,0,Normal_Operation
2437,L,299.1,308.3,1426,40.1,60,0,Normal_Operation
2438,M,299.1,308.4,1330,53.6,62,0,Normal_Operation
2439,L,299.1,308.4,1693,31.6,65,0,Normal_Operation
2440,L,299.1,308.4,1426,47.9,67,0,Normal_Operation
2441,L,299.1,308.5,1676,31,69,0,Normal_Operation
2442,M,299.1,308.4,1332,51.7,71,0,Normal_Operation
2443,L,299.1,308.5,1647,35,74,0,Normal_Operation
2444,L,299.2,308.6,1267,68.2,76,1,Power_Supply_Issue
2445,H,299.2,308.7,1375,55.1,78,0,Normal_Operation
2446,L,299.3,308.6,1422,48.9,83,0,Normal_Operation
2447,L,299.3,308.7,1408,48.7,85,0,Normal_Operation
2448,L,299.4,308.9,1440,42.5,87,0,Normal_Operation
2449,L,299.3,308.8,1772,25.2,89,0,Normal_Operation
2450,L,299.2,308.7,1492,37.8,91,0,Normal_Operation
2451,L,299.2,308.7,1650,30.5,93,0,Normal_Operation
2452,M,299.1,308.6,2329,14.6,95,0,Normal_Operation
2453,L,299,308.6,1648,30.8,98,0,Normal_Operation
2454,L,299,308.6,1653,31.7,100,0,Normal_Operation
2455,L,299,308.6,1946,22.3,102,0,Normal_Operation
2456,L,299.1,308.6,1555,36.6,104,0,Normal_Operation
2457,L,299,308.6,1661,32.2,106,0,Normal_Operation
2458,L,299,308.6,1434,45.9,108,0,Normal_Operation
2459,L,299,308.6,1297,54.2,110,0,Normal_Operation
2460,L,299,308.6,1466,46.4,112,0,Normal_Operation
2461,M,298.9,308.6,1517,39.8,114,0,Normal_Operation
2462,L,298.9,308.5,1742,34.5,117,0,Normal_Operation
2463,L,298.9,308.5,1580,39.1,119,0,Normal_Operation
2464,M,298.9,308.5,1534,42.9,121,0,Normal_Operation
2465,L,298.9,308.6,1481,40.7,124,0,Normal_Operation
2466,L,299,308.6,1429,37.7,126,0,Normal_Operation
2467,M,298.9,308.6,1574,33.5,128,0,Normal_Operation
2468,M,298.9,308.6,1524,40.4,131,0,Normal_Operation
2469,L,299,308.7,1507,37.5,134,0,Normal_Operation
2470,L,298.9,308.5,1467,44.7,136,0,Normal_Operation
2471,L,298.9,308.4,1301,51.1,138,0,Normal_Operation
2472,L,298.9,308.5,1429,55.1,140,0,Normal_Operation
2473,M,298.9,308.5,1555,37.6,142,0,Normal_Operation
2474,L,298.9,308.5,1503,40.6,145,0,Normal_Operation
2475,L,298.9,308.5,1459,43.1,147,0,Normal_Operation
2476,H,298.9,308.4,1449,42.4,149,0,Normal_Operation
2477,L,298.9,308.5,1387,57.3,154,0,Normal_Operation
2478,M,298.9,308.5,1456,50,156,0,Normal_Operation
2479,L,299,308.5,1604,34.7,159,0,Normal_Operation
2480,L,299,308.6,1734,32.4,161,0,Normal_Operation
2481,L,299,308.6,1378,47.8,163,0,Normal_Operation
2482,L,298.9,308.7,1504,41.8,165,0,Normal_Operation
2483,M,298.9,308.7,1402,49.8,167,0,Normal_Operation
2484,H,298.8,308.6,1524,37.7,170,0,Normal_Operation
2485,L,298.8,308.6,1593,35.5,175,0,Normal_Operation
2486,M,298.9,308.7,1772,28.4,177,0,Normal_Operation
2487,H,298.9,308.6,1623,31,180,0,Normal_Operation
2488,L,298.9,308.7,1356,50.7,185,0,Normal_Operation
2489,H,298.9,308.7,1500,41.6,187,0,Normal_Operation
2490,H,299.1,308.8,1566,46.6,192,0,Normal_Operation
2491,L,299.1,308.9,1445,43.4,197,0,Normal_Operation
2492,H,299,308.8,1382,58.5,199,0,Normal_Operation
2493,M,299,308.8,1418,45.7,204,0,Normal_Operation
2494,L,299.1,308.8,1329,53.6,207,1,Excessive_Load
2495,M,299.1,308.8,1491,41,209,0,Normal_Operation
2496,M,299.2,308.9,1573,37.4,212,0,Normal_Operation
2497,M,299.2,308.9,1521,42.3,215,0,Normal_Operation
2498,L,299.1,308.9,1467,47.2,218,0,Normal_Operation
2499,M,299.1,308.9,1325,48.4,220,0,Normal_Operation
2500,L,299.1,308.9,1617,32.3,223,0,Normal_Operation
2501,M,299.1,308.9,1476,42.7,225,0,Normal_Operation
2502,L,299.2,309,1515,48.9,228,1,Excessive_Load
2503,L,299.2,309,1408,47.2,0,0,Normal_Operation
2504,L,299.2,309.1,1468,45.6,2,0,Normal_Operation
2505,L,299.2,309.1,1387,48.7,4,0,Normal_Operation
2506,M,299.2,309.1,1503,34.7,6,0,Normal_Operation
2507,H,299.2,309.1,1410,47.1,9,0,Normal_Operation
2508,L,299,308.9,1615,30.6,14,0,Normal_Operation
2509,L,299,308.9,1511,35.9,16,0,Normal_Operation
2510,L,299.1,309,1405,53.8,18,0,Normal_Operation
2511,M,299,308.9,1526,41.1,20,0,Normal_Operation
2512,L,298.9,308.8,1530,38.3,23,0,Normal_Operation
2513,L,299,308.7,1583,32.5,25,0,Normal_Operation
2514,L,298.9,308.6,2069,18.7,27,0,Normal_Operation
2515,L,298.8,308.5,1490,35,29,0,Normal_Operation
2516,L,298.8,308.5,1736,29,31,0,Normal_Operation
2517,L,298.8,308.5,1395,44.4,33,0,Normal_Operation
2518,M,298.9,308.6,1425,49.6,35,0,Normal_Operation
2519,L,298.8,308.6,1631,32.4,38,0,Normal_Operation
2520,L,298.8,308.6,1535,41.2,40,0,Normal_Operation
2521,L,298.8,308.6,1584,34.4,42,0,Normal_Operation
2522,M,298.8,308.7,1543,38.2,44,0,Normal_Operation
2523,L,298.8,308.7,1635,35.2,47,0,Normal_Operation
2524,M,298.8,308.7,1446,45.5,49,0,Normal_Operation
2525,M,298.8,308.6,1598,35.1,52,0,Normal_Operation
2526,L,298.8,308.6,1501,35,55,0,Normal_Operation
2527,L,298.8,308.5,1450,50.8,57,0,Normal_Operation
2528,L,298.8,308.6,1730,25.9,59,0,Normal_Operation
2529,M,298.8,308.6,1571,33.7,61,0,Normal_Operation
2530,L,298.9,308.7,1438,51.7,64,0,Normal_Operation
2531,M,298.8,308.5,1510,38.7,66,0,Normal_Operation
2532,L,298.9,308.7,1389,44.9,69,0,Normal_Operation
2533,L,298.8,308.7,1490,33.6,71,0,Normal_Operation
2534,L,298.9,308.7,1729,26.6,73,0,Normal_Operation
2535,L,299,308.8,1495,38.4,75,0,Normal_Operation
2536,L,298.9,308.8,1281,53.9,77,0,Normal_Operation
2537,H,298.9,308.7,1353,48.1,79,0,Normal_Operation
2538,L,299.1,308.8,1429,50.1,84,0,Normal_Operation
2539,L,299.1,308.8,1413,42.1,86,0,Normal_Operation
2540,L,299.1,308.8,1502,38.3,88,0,Normal_Operation
2541,H,299.1,308.8,1553,32.6,90,0,Normal_Operation
2542,H,299.2,308.9,1712,26.4,95,0,Normal_Operation
2543,L,299.3,309,1786,23.5,100,0,Normal_Operation
2544,L,299.2,309,1951,21.4,102,0,Normal_Operation
2545,M,299.2,309,1541,36.3,104,0,Normal_Operation
2546,L,299.2,309.1,1605,34.3,107,0,Normal_Operation
2547,L,299.2,309.1,1578,38.1,109,0,Normal_Operation
2548,M,299.3,309.2,1440,37.5,111,0,Normal_Operation
2549,L,299.4,309.2,1489,42.3,114,0,Normal_Operation
2550,L,299.4,309.3,1366,48.4,116,0,Normal_Operation
2551,L,299.3,309.2,1541,37.2,118,0,Normal_Operation
2552,H,299.3,309.1,1552,40.7,120,0,Normal_Operation
2553,L,299.3,309.1,1473,40.3,125,0,Normal_Operation
2554,L,299.3,309.1,1531,37.9,127,0,Normal_Operation
2555,L,299.3,309.2,1511,37.2,129,0,Normal_Operation
2556,M,299.3,309.1,1449,47.9,131,0,Normal_Operation
2557,M,299.4,309.1,1440,50,134,0,Normal_Operation
2558,M,299.2,309,1881,23.9,137,0,Normal_Operation
2559,L,299.3,309,1447,50.4,140,0,Unexpected_Failure
2560,M,299.4,309.1,1326,62,142,0,Normal_Operation
2561,L,299.4,309.2,1607,31.7,145,0,Normal_Operation
2562,L,299.3,309.1,1551,39.1,147,0,Normal_Operation
2563,L,299.3,309.1,1496,37.2,149,0,Normal_Operation
2564,L,299.3,309.1,1493,38,151,0,Normal_Operation
2565,L,299.4,309.1,1304,50.5,153,0,Normal_Operation
2566,M,299.3,309,1420,41.6,155,0,Normal_Operation
2567,L,299.4,309.1,1766,24.6,158,0,Normal_Operation
2568,L,299.6,309.2,1450,43.1,160,0,Normal_Operation
2569,H,299.5,309.2,1872,22.6,162,0,Normal_Operation
2570,L,299.6,309.2,1713,26.5,167,0,Normal_Operation
2571,M,299.5,309.2,1497,40.9,169,0,Normal_Operation
2572,M,299.4,309.1,1352,44.7,172,0,Normal_Operation
2573,L,299.5,309.2,1499,41.5,175,0,Normal_Operation
2574,L,299.5,309.3,1972,19.3,177,0,Normal_Operation
2575,L,299.5,309.3,1422,49.2,179,0,Normal_Operation
2576,L,299.5,309.3,1523,41.5,181,0,Normal_Operation
2577,L,299.5,309.4,1563,41.5,183,0,Normal_Operation
2578,L,299.4,309.3,1391,46.6,185,0,Normal_Operation
2579,L,299.3,309.1,1795,24.7,187,0,Normal_Operation
2580,L,299.3,309.1,1293,53.7,189,0,Normal_Operation
2581,L,299.2,309.1,1345,60.7,191,1,Excessive_Load
2582,L,299.2,309,1615,33.7,193,0,Normal_Operation
2583,L,299.2,308.9,1342,50.8,195,0,Normal_Operation
2584,L,299.1,308.8,1502,46.7,197,0,Normal_Operation
2585,M,299,308.7,1620,35.4,199,0,Normal_Operation
2586,L,299,308.7,1537,42.8,202,0,Normal_Operation
2587,L,299,308.7,2248,16.8,204,0,Normal_Operation
2588,L,299,308.7,1706,28.6,206,0,Normal_Operation
2589,L,299,308.7,2250,16.6,208,0,Normal_Operation
2590,L,299,308.7,1396,48.6,0,0,Normal_Operation
2591,L,298.9,308.6,1522,46.4,2,0,Normal_Operation
2592,L,298.9,308.6,1539,45.4,4,0,Normal_Operation
2593,H,298.9,308.5,1415,54,6,0,Normal_Operation
2594,L,298.8,308.5,1446,37,11,0,Normal_Operation
2595,M,298.8,308.6,1486,41.1,13,0,Normal_Operation
2596,L,299,308.7,1426,38.6,16,0,Normal_Operation
2597,L,299,308.7,1449,38.9,18,0,Normal_Operation
2598,L,299.1,308.8,1320,67.5,20,1,Power_Supply_Issue
2599,M,299.2,308.9,1447,39.6,22,0,Normal_Operation
2600,L,299.3,309,1422,47.3,25,0,Normal_Operation
2601,L,299.3,309.1,1399,52.1,27,0,Normal_Operation
2602,L,299.4,309.2,1427,41.5,29,0,Normal_Operation
2603,M,299.3,309.2,1334,46.3,31,0,Normal_Operation
2604,M,299.3,309.1,1385,45.6,34,0,Normal_Operation
2605,L,299.4,309.2,1552,37.4,37,0,Normal_Operation
2606,H,299.4,309.3,1534,37.5,39,0,Normal_Operation
2607,L,299.4,309.3,1448,48.6,44,0,Normal_Operation
2608,L,299.5,309.3,1409,44.7,46,0,Normal_Operation
2609,L,299.4,309.2,1621,34.5,48,0,Normal_Operation
2610,H,299.4,309.1,1547,40.9,50,0,Normal_Operation
2611,L,299.4,309.1,1957,22.1,55,0,Normal_Operation
2612,L,299.4,309.1,2421,14.2,57,0,Normal_Operation
2613,M,299.3,309.1,1571,38.3,59,0,Normal_Operation
2614,L,299.3,309.1,1634,36.8,62,0,Normal_Operation
2615,L,299.3,309,1516,38.7,64,0,Normal_Operation
2616,L,299.4,309.1,1207,66.5,66,0,Normal_Operation
2617,L,299.4,309.1,1670,35.9,68,0,Normal_Operation
2618,M,299.4,309.1,1461,48.6,70,0,Normal_Operation
2619,L,299.4,309.2,1569,40.8,73,0,Normal_Operation
2620,L,299.4,309.2,1556,35.7,75,0,Normal_Operation
2621,M,299.5,309.3,1506,41.5,77,0,Normal_Operation
2622,M,299.6,309.4,1642,30.3,80,0,Normal_Operation
2623,M,299.6,309.4,1283,62.1,83,0,Normal_Operation
2624,H,299.7,309.5,1375,46.8,86,0,Normal_Operation
2625,L,299.7,309.4,1399,39.9,91,0,Normal_Operation
2626,L,299.7,309.4,1650,29.8,93,0,Normal_Operation
2627,M,299.8,309.6,1346,53.2,95,0,Normal_Operation
2628,H,299.9,309.6,1410,51.2,98,0,Normal_Operation
2629,L,300,309.7,1586,37.8,103,0,Normal_Operation
2630,L,300,309.8,1372,39.6,105,0,Normal_Operation
2631,H,300,309.7,1529,42.4,107,0,Normal_Operation
2632,M,300,309.7,1652,28.6,112,0,Normal_Operation
2633,L,300.1,309.8,1532,39.8,115,0,Normal_Operation
2634,L,300,309.7,1554,32,117,0,Normal_Operation
2635,H,299.9,309.6,1462,51,119,0,Normal_Operation
2636,L,299.9,309.6,1254,61.3,124,0,Normal_Operation
2637,L,299.9,309.6,1294,49.7,126,0,Normal_Operation
2638,L,299.8,309.5,1739,27.5,128,0,Normal_Operation
2639,M,299.8,309.4,1412,47.8,130,0,Normal_Operation
2640,M,299.9,309.5,1372,56.2,133,0,Normal_Operation
2641,H,299.8,309.5,1420,46.7,136,0,Normal_Operation
2642,L,299.8,309.5,1542,40.3,141,0,Normal_Operation
2643,M,299.8,309.4,1401,48.1,143,0,Normal_Operation
2644,L,299.8,309.4,1510,42.5,146,0,Normal_Operation
2645,H,299.9,309.5,1547,38.5,148,0,Normal_Operation
2646,M,299.8,309.5,1453,43.2,153,0,Normal_Operation
2647,L,299.8,309.4,1408,45.6,156,0,Normal_Operation
2648,L,299.8,309.4,1436,51.6,158,0,Normal_Operation
2649,M,299.9,309.5,1582,38.2,160,0,Normal_Operation
2650,L,299.9,309.6,1280,59.3,163,0,Normal_Operation
2651,L,299.9,309.5,2008,20.4,165,0,Normal_Operation
2652,L,299.9,309.5,1772,23.5,167,0,Normal_Operation
2653,L,299.9,309.5,1779,26.1,169,0,Normal_Operation
2654,L,299.9,309.5,1567,35.5,171,0,Normal_Operation
2655,M,299.8,309.4,1751,27,173,0,Normal_Operation
2656,L,299.9,309.5,1349,51.3,176,0,Normal_Operation
2657,M,300,309.5,1425,40.8,178,0,Normal_Operation
2658,L,300,309.4,1395,44.5,181,0,Normal_Operation
2659,H,299.8,309.3,1595,32.1,183,0,Normal_Operation
2660,L,299.8,309.3,1291,56.4,188,0,Normal_Operation
2661,M,299.9,309.4,1509,42.8,190,0,Normal_Operation
2662,M,299.9,309.4,1483,38.1,193,0,Normal_Operation
2663,L,299.9,309.3,1620,31.1,196,0,Normal_Operation
2664,M,299.9,309.4,1487,42.2,198,0,Normal_Operation
2665,L,299.8,309.4,2256,15.9,201,0,Normal_Operation
2666,H,299.7,309.2,1691,27.7,203,0,Normal_Operation
2667,M,299.8,309.3,1663,35.2,208,0,Normal_Operation
2668,M,299.8,309.3,1640,31.1,211,0,Normal_Operation
2669,H,299.7,309.3,1494,37.8,214,0,Normal_Operation
2670,L,299.8,309.4,1467,46.2,219,0,Normal_Operation
2671,M,299.7,309.3,1399,41.9,221,1,Tool_Degradation
2672,L,299.7,309.3,1445,42.6,0,0,Normal_Operation
2673,L,299.8,309.4,1480,40.9,2,0,Normal_Operation
2674,L,299.7,309.3,1546,37.2,4,0,Normal_Operation
2675,L,299.7,309.3,1574,35.8,6,0,Normal_Operation
2676,L,299.7,309.3,1592,34.2,8,0,Normal_Operation
2677,L,299.8,309.5,1495,39.6,10,0,Normal_Operation
2678,L,299.8,309.6,1447,43.1,12,0,Normal_Operation
2679,L,299.8,309.5,1476,44.4,14,0,Normal_Operation
2680,L,299.8,309.5,1641,27.1,16,0,Normal_Operation
2681,L,299.8,309.5,1545,32.2,18,0,Normal_Operation
2682,M,299.9,309.6,1364,44.4,20,0,Normal_Operation
2683,L,299.8,309.5,1590,28.5,23,0,Normal_Operation
2684,L,299.8,309.4,1460,37.4,25,0,Normal_Operation
2685,L,299.8,309.4,1609,32.5,27,0,Normal_Operation
2686,L,299.8,309.4,1633,27.5,29,0,Normal_Operation
2687,L,299.9,309.4,1348,52.8,31,0,Normal_Operation
2688,L,299.9,309.4,1322,53.9,33,0,Normal_Operation
2689,L,300,309.5,1641,30.1,35,0,Normal_Operation
2690,L,300,309.5,1728,26,37,0,Normal_Operation
2691,L,300,309.6,1431,47.7,39,0,Normal_Operation
2692,L,300.1,309.7,1641,30.4,41,0,Normal_Operation
2693,M,300.1,309.6,1622,36.1,43,0,Normal_Operation
2694,M,300.1,309.6,1625,38,46,0,Normal_Operation
2695,L,300,309.5,1869,22.7,49,0,Normal_Operation
2696,L,300,309.6,1452,46,51,0,Normal_Operation
2697,L,300,309.6,1618,28.7,53,0,Normal_Operation
2698,L,300,309.4,2010,20,55,0,Normal_Operation
2699,L,299.9,309.4,1363,60.9,57,0,Normal_Operation
2700,L,299.9,309.3,1473,40.4,59,0,Normal_Operation
2701,L,299.9,309.2,1333,50.8,61,0,Normal_Operation
2702,L,299.8,309.2,1760,25.9,63,0,Normal_Operation
2703,M,299.8,309.2,1372,58.2,65,0,Normal_Operation
2704,M,299.7,309.2,1608,34.4,68,0,Normal_Operation
2705,L,299.7,309.2,1326,64.8,71,0,Normal_Operation
2706,M,299.6,309.1,1560,37.1,73,0,Normal_Operation
2707,M,299.6,309,1539,36.1,76,0,Normal_Operation
2708,L,299.6,309.1,2266,15.3,79,0,Normal_Operation
2709,L,299.6,309.1,1641,35.8,81,0,Normal_Operation
2710,L,299.6,309.1,1574,39.2,83,0,Normal_Operation
2711,L,299.6,309.1,1407,50.6,85,0,Normal_Operation
2712,H,299.7,309.2,1302,55.5,87,0,Normal_Operation
2713,M,299.6,309.2,1651,30.8,92,0,Normal_Operation
2714,M,299.6,309.1,1366,55.2,95,0,Normal_Operation
2715,M,299.5,309,1701,28.6,98,0,Normal_Operation
2716,L,299.5,309,1498,44.6,101,0,Normal_Operation
2717,M,299.5,309.1,1422,45.3,103,0,Normal_Operation
2718,L,299.5,309.1,1357,47.3,106,0,Normal_Operation
2719,L,299.5,309.2,1690,29.2,108,0,Normal_Operation
2720,L,299.6,309.2,1559,39.1,110,0,Normal_Operation
2721,M,299.6,309.3,1553,32.4,112,0,Normal_Operation
2722,L,299.6,309.3,1558,34.8,115,0,Normal_Operation
2723,L,299.7,309.4,1362,51.9,117,0,Normal_Operation
2724,M,299.8,309.3,1470,42.7,119,0,Normal_Operation
2725,L,299.8,309.4,1555,34.8,122,0,Normal_Operation
2726,M,299.8,309.4,1423,42.9,124,0,Normal_Operation
2727,L,299.7,309.3,1434,38.5,127,0,Normal_Operation
2728,L,299.7,309.3,1779,25.5,129,0,Normal_Operation
2729,L,299.7,309.3,1417,54.6,131,0,Normal_Operation
2730,L,299.6,309.2,1425,45.9,133,0,Normal_Operation
2731,M,299.7,309.2,1597,32.9,135,0,Normal_Operation
2732,L,299.7,309.2,1346,57.4,138,0,Normal_Operation
2733,L,299.7,309.2,1422,40.4,140,0,Normal_Operation
2734,H,299.7,309.2,1572,32.8,142,0,Normal_Operation
2735,L,299.7,309.2,1412,45.4,147,0,Normal_Operation
2736,M,299.7,309.1,1576,36.4,149,0,Normal_Operation
2737,M,299.7,309.1,1508,41.2,152,0,Normal_Operation
2738,M,299.8,309.1,1496,44.4,155,0,Normal_Operation
2739,L,299.8,309.2,1572,35.4,158,0,Normal_Operation
2740,L,299.6,309,1525,42.8,160,0,Normal_Operation
2741,L,299.6,309,1378,51.9,162,0,Normal_Operation
2742,L,299.6,309.1,1369,51.4,164,0,Normal_Operation
2743,L,299.6,309.1,1476,45.3,166,0,Normal_Operation
2744,L,299.7,309.2,1620,30,168,0,Normal_Operation
2745,M,299.7,309.1,1603,38.5,170,0,Normal_Operation
2746,L,299.7,309.2,1411,46.1,173,0,Normal_Operation
2747,L,299.7,309.2,1616,31.6,175,0,Normal_Operation
2748,L,299.7,309.2,1631,35.1,177,0,Normal_Operation
2749,M,299.7,309.2,1685,28.9,179,1,Normal_Operation
2750,H,299.7,309.2,1456,40.6,182,0,Normal_Operation
2751,L,299.7,309.1,1417,50.1,187,0,Normal_Operation
2752,M,299.7,309.1,1851,24.7,189,0,Normal_Operation
2753,L,299.7,309.1,1715,27.8,192,0,Normal_Operation
2754,H,299.6,309.1,1630,32.3,194,0,Normal_Operation
2755,L,299.7,309.2,1478,38.8,199,0,Normal_Operation
2756,L,299.7,309.2,1781,29.6,201,0,Normal_Operation
2757,L,299.8,309.2,1439,36.1,203,0,Normal_Operation
2758,M,299.7,309.2,1412,45.3,205,0,Normal_Operation
2759,L,299.7,309.1,1483,41.1,208,0,Normal_Operation
2760,L,299.8,309.2,1400,42.6,210,0,Normal_Operation
2761,L,299.8,309.3,1299,65.1,212,1,Excessive_Load
2762,L,299.8,309.2,1479,44.4,214,0,Normal_Operation
2763,L,299.8,309.2,1491,47.5,216,0,Normal_Operation
2764,M,299.9,309.3,1389,52.8,0,0,Normal_Operation
2765,M,299.9,309.4,1399,54.8,3,0,Normal_Operation
2766,M,299.9,309.4,1889,26,6,0,Normal_Operation
2767,L,300,309.5,1925,21.9,9,0,Normal_Operation
2768,L,300,309.5,1675,30.2,11,0,Normal_Operation
2769,M,300,309.6,1477,38.1,13,0,Normal_Operation
2770,L,300,309.6,1364,45.9,16,0,Normal_Operation
2771,L,299.9,309.5,1451,39.4,18,0,Normal_Operation
2772,L,299.9,309.4,1467,41.2,20,0,Normal_Operation
2773,L,299.9,309.4,1858,22.5,22,0,Normal_Operation
2774,L,300.1,309.4,1559,39.7,24,0,Normal_Operation
2775,L,300.1,309.4,1560,47.7,26,0,Normal_Operation
2776,L,300.1,309.4,1453,47.6,28,0,Normal_Operation
2777,L,300.1,309.4,1464,41.7,30,0,Normal_Operation
2778,L,300,309.4,1308,50.2,32,0,Normal_Operation
2779,L,300.1,309.5,1353,50.9,34,0,Normal_Operation
2780,M,300.2,309.6,1556,35.8,36,0,Normal_Operation
2781,L,300.2,309.5,2183,17.8,39,0,Normal_Operation
2782,M,300.2,309.6,1491,41.8,41,0,Normal_Operation
2783,M,300.2,309.6,1528,35.1,44,0,Normal_Operation
2784,L,300.2,309.6,1430,52.7,47,0,Normal_Operation
2785,L,300.2,309.5,1495,32.6,49,0,Normal_Operation
2786,M,300.2,309.5,1630,28.3,51,0,Normal_Operation
2787,M,300.3,309.6,1524,38.4,54,0,Normal_Operation
2788,L,300.3,309.6,1326,52.4,57,0,Normal_Operation
2789,H,300.3,309.5,1438,44,59,0,Normal_Operation
2790,L,300.4,309.6,1356,45.9,64,0,Normal_Operation
2791,H,300.4,309.6,1416,43.3,66,0,Normal_Operation
2792,L,300.4,309.7,1584,32.6,71,0,Normal_Operation
2793,L,300.3,309.6,1597,31.8,73,0,Normal_Operation
2794,L,300.4,309.6,1553,43.9,75,0,Normal_Operation
2795,M,300.3,309.5,1405,49.4,77,0,Normal_Operation
2796,L,300.2,309.5,1539,35.3,80,0,Normal_Operation
2797,M,300.3,309.6,1398,53.7,82,0,Normal_Operation
2798,L,300.3,309.6,1568,39.6,85,0,Normal_Operation
2799,L,300.3,309.6,1404,44.6,87,0,Normal_Operation
2800,M,300.2,309.5,1500,45.7,89,0,Normal_Operation
2801,M,300.2,309.5,1642,28.8,92,0,Normal_Operation
2802,M,300.3,309.6,1509,46.6,95,0,Normal_Operation
2803,L,300.2,309.5,1343,50.2,98,0,Normal_Operation
2804,L,300.1,309.5,1450,40.1,100,0,Normal_Operation
2805,L,300,309.4,1460,43.5,102,0,Normal_Operation
